# Path file - Joint configurations (radians)
# Format: joint1 joint2 joint3 joint4 joint5 joint6
-1.353459 -1.222996 0.640607 -0.664270 0.928364 -1.106979
-1.349959 -1.223580 0.637761 -0.671995 0.923187 -1.115643
-1.346459 -1.224164 0.634915 -0.679719 0.918010 -1.124307
-1.342959 -1.224748 0.632069 -0.687444 0.912832 -1.132970
-1.339459 -1.225332 0.629223 -0.695169 0.907655 -1.141634
-1.335959 -1.225917 0.626376 -0.702894 0.902478 -1.150298
-1.332458 -1.226501 0.623530 -0.710619 0.897301 -1.158962
-1.328958 -1.227085 0.620684 -0.718344 0.892124 -1.167625
-1.325458 -1.227669 0.617838 -0.726069 0.886947 -1.176289
-1.321958 -1.228253 0.614992 -0.733794 0.881769 -1.184953
-1.318458 -1.228837 0.612146 -0.741519 0.876592 -1.193617
-1.314958 -1.229421 0.609300 -0.749244 0.871415 -1.202280
-1.311458 -1.230005 0.606454 -0.756969 0.866238 -1.210944
-1.307958 -1.230589 0.603608 -0.764694 0.861061 -1.219608
-1.304458 -1.231173 0.600761 -0.772419 0.855884 -1.228271
-1.300958 -1.231758 0.597915 -0.780144 0.850706 -1.236935
-1.297458 -1.232342 0.595069 -0.787869 0.845529 -1.245599
-1.293958 -1.232926 0.592223 -0.795593 0.840352 -1.254263
-1.290458 -1.233510 0.589377 -0.803318 0.835175 -1.262926
-1.286958 -1.234094 0.586531 -0.811043 0.829998 -1.271590
-1.283458 -1.234678 0.583685 -0.818768 0.824820 -1.280254
-1.279958 -1.235262 0.580839 -0.826493 0.819643 -1.288918
-1.276458 -1.235846 0.577993 -0.834218 0.814466 -1.297581
-1.272958 -1.236430 0.575146 -0.841943 0.809289 -1.306245
-1.269458 -1.237014 0.572300 -0.849668 0.804112 -1.314909
-1.265957 -1.237598 0.569454 -0.857393 0.798935 -1.323572
-1.262457 -1.238183 0.566608 -0.865118 0.793757 -1.332236
-1.258957 -1.238767 0.563762 -0.872843 0.788580 -1.340900
-1.255457 -1.239351 0.560916 -0.880568 0.783403 -1.349564
-1.251957 -1.239935 0.558070 -0.888293 0.778226 -1.358227
-1.248457 -1.240519 0.555224 -0.896018 0.773049 -1.366891
-1.244957 -1.241103 0.552378 -0.903743 0.767872 -1.375555
-1.241457 -1.241687 0.549532 -0.911467 0.762694 -1.384218
-1.237957 -1.242271 0.546685 -0.919192 0.757517 -1.392882
-1.234457 -1.242855 0.543839 -0.926917 0.752340 -1.401546
-1.230957 -1.243439 0.540993 -0.934642 0.747163 -1.410210
-1.227457 -1.244024 0.538147 -0.942367 0.741986 -1.418873
-1.223957 -1.244608 0.535301 -0.950092 0.736809 -1.427537
-1.220457 -1.245192 0.532455 -0.957817 0.731631 -1.436201
-1.216957 -1.245776 0.529609 -0.965542 0.726454 -1.444865
-1.213457 -1.246360 0.526763 -0.973267 0.721277 -1.453528
-1.209957 -1.246944 0.523917 -0.980992 0.716100 -1.462192
-1.206457 -1.247528 0.521070 -0.988717 0.710923 -1.470856
-1.202957 -1.248112 0.518224 -0.996442 0.705745 -1.479519
-1.199456 -1.248696 0.515378 -1.004167 0.700568 -1.488183
-1.195956 -1.249280 0.512532 -1.011892 0.695391 -1.496847
-1.192456 -1.249864 0.509686 -1.019617 0.690214 -1.505511
-1.188956 -1.250449 0.506840 -1.027341 0.685037 -1.514174
-1.185456 -1.251033 0.503994 -1.035066 0.679860 -1.522838
-1.181956 -1.251617 0.501148 -1.042791 0.674682 -1.531502
-1.178456 -1.252201 0.498302 -1.050516 0.669505 -1.540166
-1.174956 -1.252785 0.495455 -1.058241 0.664328 -1.548829
-1.171456 -1.253369 0.492609 -1.065966 0.659151 -1.557493
-1.167956 -1.253953 0.489763 -1.073691 0.653974 -1.566157
-1.164456 -1.254537 0.486917 -1.081416 0.648797 -1.574820
-1.160956 -1.255121 0.484071 -1.089141 0.643619 -1.583484
-1.157456 -1.255705 0.481225 -1.096866 0.638442 -1.592148
-1.153956 -1.256289 0.478379 -1.104591 0.633265 -1.600812
-1.150456 -1.256874 0.475533 -1.112316 0.628088 -1.609475
-1.146956 -1.257458 0.472687 -1.120041 0.622911 -1.618139
-1.143456 -1.258042 0.469840 -1.127766 0.617734 -1.626803
-1.139956 -1.258626 0.466994 -1.135490 0.612556 -1.635467
-1.136456 -1.259210 0.464148 -1.143215 0.607379 -1.644130
-1.132955 -1.259794 0.461302 -1.150940 0.602202 -1.652794
-1.129455 -1.260378 0.458456 -1.158665 0.597025 -1.661458
-1.125955 -1.260962 0.455610 -1.166390 0.591848 -1.670121
-1.122455 -1.261546 0.452764 -1.174115 0.586670 -1.678785
-1.118955 -1.262130 0.449918 -1.181840 0.581493 -1.687449
-1.115455 -1.262715 0.447072 -1.189565 0.576316 -1.696113
-1.111955 -1.263299 0.444225 -1.197290 0.571139 -1.704776
-1.108455 -1.263883 0.441379 -1.205015 0.565962 -1.713440
-1.104955 -1.264467 0.438533 -1.212740 0.560785 -1.722104
-1.101455 -1.265051 0.435687 -1.220465 0.555607 -1.730768
-1.097955 -1.265635 0.432841 -1.228190 0.550430 -1.739431
-1.094455 -1.266219 0.429995 -1.235915 0.545253 -1.748095
-1.090955 -1.266803 0.427149 -1.243640 0.540076 -1.756759
-1.087455 -1.267387 0.424303 -1.251364 0.534899 -1.765422
-1.083955 -1.267971 0.421457 -1.259089 0.529722 -1.774086
-1.080455 -1.268555 0.418610 -1.266814 0.524544 -1.782750
-1.076955 -1.269140 0.415764 -1.274539 0.519367 -1.791414
-1.073455 -1.269724 0.412918 -1.282264 0.514190 -1.800077
-1.069955 -1.270308 0.410072 -1.289989 0.509013 -1.808741
-1.066455 -1.270892 0.407226 -1.297714 0.503836 -1.817405
-1.062954 -1.271476 0.404380 -1.305439 0.498659 -1.826069
-1.059454 -1.272060 0.401534 -1.313164 0.493481 -1.834732
-1.055954 -1.272644 0.398688 -1.320889 0.488304 -1.843396
-1.052454 -1.273228 0.395842 -1.328614 0.483127 -1.852060
-1.048954 -1.273812 0.392995 -1.336339 0.477950 -1.860723
-1.045454 -1.274396 0.390149 -1.344064 0.472773 -1.869387
-1.041954 -1.274981 0.387303 -1.351789 0.467595 -1.878051
-1.038454 -1.275565 0.384457 -1.359514 0.462418 -1.886715
-1.034954 -1.276149 0.381611 -1.367238 0.457241 -1.895378
-1.031454 -1.276733 0.378765 -1.374963 0.452064 -1.904042
-1.027954 -1.277317 0.375919 -1.382688 0.446887 -1.912706
-1.024454 -1.277901 0.373073 -1.390413 0.441710 -1.921369
-1.020954 -1.278485 0.370227 -1.398138 0.436532 -1.930033
-1.017454 -1.279069 0.367381 -1.405863 0.431355 -1.938697
-1.013954 -1.279653 0.364534 -1.413588 0.426178 -1.947361
-1.010454 -1.280237 0.361688 -1.421313 0.421001 -1.956024
-1.006954 -1.280821 0.358842 -1.429038 0.415824 -1.964688
-1.003454 -1.281406 0.355996 -1.436763 0.410647 -1.973352
-0.999954 -1.281990 0.353150 -1.444488 0.405469 -1.982016
-0.996453 -1.282574 0.350304 -1.452213 0.400292 -1.990679
-0.992953 -1.283158 0.347458 -1.459938 0.395115 -1.999343
-0.983397 -1.286543 0.348164 -1.458673 0.393766 -1.990638
-0.973840 -1.289929 0.348870 -1.457409 0.392417 -1.981934
-0.964283 -1.293314 0.349576 -1.456145 0.391068 -1.973229
-0.954727 -1.296699 0.350282 -1.454881 0.389718 -1.964524
-0.945170 -1.300085 0.350988 -1.453616 0.388369 -1.955820
-0.935613 -1.303470 0.351695 -1.452352 0.387020 -1.947115
-0.926057 -1.306855 0.352401 -1.451088 0.385671 -1.938410
-0.916500 -1.310241 0.353107 -1.449824 0.384322 -1.929705
-0.906943 -1.313626 0.353813 -1.448560 0.382973 -1.921001
-0.897386 -1.317011 0.354519 -1.447295 0.381623 -1.912296
-0.887830 -1.320397 0.355225 -1.446031 0.380274 -1.903591
-0.878273 -1.323782 0.355931 -1.444767 0.378925 -1.894887
-0.868716 -1.327167 0.356638 -1.443503 0.377576 -1.886182
-0.859160 -1.330553 0.357344 -1.442238 0.376227 -1.877477
-0.849603 -1.333938 0.358050 -1.440974 0.374878 -1.868772
-0.840046 -1.337323 0.358756 -1.439710 0.373529 -1.860068
-0.830489 -1.340709 0.359462 -1.438446 0.372179 -1.851363
-0.820933 -1.344094 0.360168 -1.437181 0.370830 -1.842658
-0.811376 -1.347479 0.360874 -1.435917 0.369481 -1.833954
-0.801819 -1.350865 0.361581 -1.434653 0.368132 -1.825249
-0.792263 -1.354250 0.362287 -1.433389 0.366783 -1.816544
-0.782706 -1.357635 0.362993 -1.432124 0.365434 -1.807840
-0.773149 -1.361021 0.363699 -1.430860 0.364084 -1.799135
-0.763593 -1.364406 0.364405 -1.429596 0.362735 -1.790430
-0.754036 -1.367791 0.365111 -1.428332 0.361386 -1.781725
-0.744479 -1.371177 0.365817 -1.427067 0.360037 -1.773021
-0.734922 -1.374562 0.366524 -1.425803 0.358688 -1.764316
-0.725366 -1.377947 0.367230 -1.424539 0.357339 -1.755611
-0.715809 -1.381333 0.367936 -1.423275 0.355990 -1.746907
-0.706252 -1.384718 0.368642 -1.422011 0.354640 -1.738202
-0.696696 -1.388103 0.369348 -1.420746 0.353291 -1.729497
-0.687139 -1.391489 0.370054 -1.419482 0.351942 -1.720793
-0.677582 -1.394874 0.370760 -1.418218 0.350593 -1.712088
-0.668026 -1.398259 0.371467 -1.416954 0.349244 -1.703383
-0.658469 -1.401645 0.372173 -1.415689 0.347895 -1.694678
-0.648912 -1.405030 0.372879 -1.414425 0.346545 -1.685974
-0.639355 -1.408415 0.373585 -1.413161 0.345196 -1.677269
-0.629799 -1.411801 0.374291 -1.411897 0.343847 -1.668564
-0.620242 -1.415186 0.374997 -1.410632 0.342498 -1.659860
-0.610685 -1.418571 0.375703 -1.409368 0.341149 -1.651155
-0.601129 -1.421957 0.376410 -1.408104 0.339800 -1.642450
-0.591572 -1.425342 0.377116 -1.406840 0.338451 -1.633746
-0.582015 -1.428727 0.377822 -1.405575 0.337101 -1.625041
-0.572459 -1.432113 0.378528 -1.404311 0.335752 -1.616336
-0.562902 -1.435498 0.379234 -1.403047 0.334403 -1.607631
-0.553345 -1.438883 0.379940 -1.401783 0.333054 -1.598927
-0.543788 -1.442269 0.380646 -1.400519 0.331705 -1.590222
-0.534232 -1.445654 0.381353 -1.399254 0.330356 -1.581517
-0.524675 -1.449039 0.382059 -1.397990 0.329006 -1.572813
-0.515118 -1.452425 0.382765 -1.396726 0.327657 -1.564108
-0.505562 -1.455810 0.383471 -1.395462 0.326308 -1.555403
-0.496005 -1.459195 0.384177 -1.394197 0.324959 -1.546698
-0.486448 -1.462581 0.384883 -1.392933 0.323610 -1.537994
-0.476892 -1.465966 0.385590 -1.391669 0.322261 -1.529289
-0.467335 -1.469351 0.386296 -1.390405 0.320912 -1.520584
-0.457778 -1.472737 0.387002 -1.389140 0.319562 -1.511880
-0.448221 -1.476122 0.387708 -1.387876 0.318213 -1.503175
-0.438665 -1.479507 0.388414 -1.386612 0.316864 -1.494470
-0.429108 -1.482893 0.389120 -1.385348 0.315515 -1.485766
-0.419551 -1.486278 0.389826 -1.384083 0.314166 -1.477061
-0.409995 -1.489663 0.390533 -1.382819 0.312817 -1.468356
-0.400438 -1.493049 0.391239 -1.381555 0.311467 -1.459651
-0.390881 -1.496434 0.391945 -1.380291 0.310118 -1.450947
-0.381325 -1.499819 0.392651 -1.379027 0.308769 -1.442242
-0.371768 -1.503205 0.393357 -1.377762 0.307420 -1.433537
-0.362211 -1.506590 0.394063 -1.376498 0.306071 -1.424833
-0.352654 -1.509975 0.394769 -1.375234 0.304722 -1.416128
-0.343098 -1.513361 0.395476 -1.373970 0.303373 -1.407423
-0.333541 -1.516746 0.396182 -1.372705 0.302023 -1.398719
-0.323984 -1.520131 0.396888 -1.371441 0.300674 -1.390014
-0.314428 -1.523517 0.397594 -1.370177 0.299325 -1.381309
-0.304871 -1.526902 0.398300 -1.368913 0.297976 -1.372604
-0.295314 -1.530287 0.399006 -1.367648 0.296627 -1.363900
-0.285758 -1.533673 0.399712 -1.366384 0.295278 -1.355195
-0.276201 -1.537058 0.400419 -1.365120 0.293928 -1.346490
-0.266644 -1.540443 0.401125 -1.363856 0.292579 -1.337786
-0.257087 -1.543829 0.401831 -1.362591 0.291230 -1.329081
-0.247531 -1.547214 0.402537 -1.361327 0.289881 -1.320376
-0.237974 -1.550599 0.403243 -1.360063 0.288532 -1.311672
-0.228417 -1.553985 0.403949 -1.358799 0.287183 -1.302967
-0.218861 -1.557370 0.404655 -1.357535 0.285833 -1.294262
-0.209304 -1.560755 0.405362 -1.356270 0.284484 -1.285557
-0.199747 -1.564141 0.406068 -1.355006 0.283135 -1.276853
-0.190191 -1.567526 0.406774 -1.353742 0.281786 -1.268148
-0.180634 -1.570911 0.407480 -1.352478 0.280437 -1.259443
-0.171077 -1.574297 0.408186 -1.351213 0.279088 -1.250739
-0.161520 -1.577682 0.408892 -1.349949 0.277739 -1.242034
-0.151964 -1.581067 0.409598 -1.348685 0.276389 -1.233329
-0.142407 -1.584453 0.410305 -1.347421 0.275040 -1.224624
-0.132850 -1.587838 0.411011 -1.346156 0.273691 -1.215920
-0.123294 -1.591223 0.411717 -1.344892 0.272342 -1.207215
-0.113737 -1.594609 0.412423 -1.343628 0.270993 -1.198510
-0.104180 -1.597994 0.413129 -1.342364 0.269644 -1.189806
-0.094624 -1.601379 0.413835 -1.341099 0.268294 -1.181101
-0.085067 -1.604765 0.414541 -1.339835 0.266945 -1.172396
-0.075510 -1.608150 0.415248 -1.338571 0.265596 -1.163692
-0.065953 -1.611535 0.415954 -1.337307 0.264247 -1.154987
-0.056397 -1.614921 0.416660 -1.336042 0.262898 -1.146282
-0.046840 -1.618306 0.417366 -1.334778 0.261549 -1.137577
-0.037283 -1.621691 0.418072 -1.333514 0.260200 -1.128873
-0.027727 -1.625077 0.418778 -1.332250 0.258850 -1.120168
-0.018170 -1.628462 0.419484 -1.330986 0.257501 -1.111463
-0.008613 -1.631847 0.420191 -1.329721 0.256152 -1.102759
0.000943 -1.635233 0.420897 -1.328457 0.254803 -1.094054
0.010500 -1.638618 0.421603 -1.327193 0.253454 -1.085349
0.020057 -1.642003 0.422309 -1.325929 0.252105 -1.076645
0.029614 -1.645389 0.423015 -1.324664 0.250755 -1.067940
0.039170 -1.648774 0.423721 -1.323400 0.249406 -1.059235
0.048727 -1.652159 0.424427 -1.322136 0.248057 -1.050530
0.058284 -1.655545 0.425134 -1.320872 0.246708 -1.041826
0.067840 -1.658930 0.425840 -1.319607 0.245359 -1.033121
0.077397 -1.662315 0.426546 -1.318343 0.244010 -1.024416
0.086954 -1.665701 0.427252 -1.317079 0.242661 -1.015712
0.096510 -1.669086 0.427958 -1.315815 0.241311 -1.007007
0.106067 -1.672471 0.428664 -1.314550 0.239962 -0.998302
0.115624 -1.675857 0.429370 -1.313286 0.238613 -0.989598
0.125181 -1.679242 0.430077 -1.312022 0.237264 -0.980893
0.134737 -1.682627 0.430783 -1.310758 0.235915 -0.972188
0.144294 -1.686013 0.431489 -1.309494 0.234566 -0.963483
0.153851 -1.689398 0.432195 -1.308229 0.233216 -0.954779
0.163407 -1.692783 0.432901 -1.306965 0.231867 -0.946074
0.172964 -1.696169 0.433607 -1.305701 0.230518 -0.937369
0.182521 -1.699554 0.434313 -1.304437 0.229169 -0.928665
0.192077 -1.702939 0.435020 -1.303172 0.227820 -0.919960
0.201634 -1.706325 0.435726 -1.301908 0.226471 -0.911255
0.211191 -1.709710 0.436432 -1.300644 0.225122 -0.902550
0.220748 -1.713095 0.437138 -1.299380 0.223772 -0.893846
0.230304 -1.716481 0.437844 -1.298115 0.222423 -0.885141
0.239861 -1.719866 0.438550 -1.296851 0.221074 -0.876436
0.249418 -1.723251 0.439256 -1.295587 0.219725 -0.867732
0.258974 -1.726637 0.439963 -1.294323 0.218376 -0.859027
0.268531 -1.730022 0.440669 -1.293058 0.217027 -0.850322
0.278088 -1.733407 0.441375 -1.291794 0.215677 -0.841618
0.287644 -1.736793 0.442081 -1.290530 0.214328 -0.832913
0.297201 -1.740178 0.442787 -1.289266 0.212979 -0.824208
0.306758 -1.743564 0.443493 -1.288002 0.211630 -0.815503
0.316315 -1.746949 0.444199 -1.286737 0.210281 -0.806799
0.325871 -1.750334 0.444906 -1.285473 0.208932 -0.798094
0.335428 -1.753720 0.445612 -1.284209 0.207583 -0.789389
0.344985 -1.757105 0.446318 -1.282945 0.206233 -0.780685
0.354541 -1.760490 0.447024 -1.281680 0.204884 -0.771980
0.364098 -1.763876 0.447730 -1.280416 0.203535 -0.763275
0.373655 -1.767261 0.448436 -1.279152 0.202186 -0.754571
0.383211 -1.770646 0.449142 -1.277888 0.200837 -0.745866
0.392768 -1.774032 0.449849 -1.276623 0.199488 -0.737161
0.402325 -1.777417 0.450555 -1.275359 0.198138 -0.728456
0.411882 -1.780802 0.451261 -1.274095 0.196789 -0.719752
0.421438 -1.784188 0.451967 -1.272831 0.195440 -0.711047
0.430995 -1.787573 0.452673 -1.271566 0.194091 -0.702342
0.440552 -1.790958 0.453379 -1.270302 0.192742 -0.693638
0.450108 -1.794344 0.454085 -1.269038 0.191393 -0.684933
0.459665 -1.797729 0.454792 -1.267774 0.190044 -0.676228
0.469222 -1.801114 0.455498 -1.266509 0.188694 -0.667524
0.478778 -1.804500 0.456204 -1.265245 0.187345 -0.658819
0.488335 -1.807885 0.456910 -1.263981 0.185996 -0.650114
0.497892 -1.811270 0.457616 -1.262717 0.184647 -0.641409
0.507449 -1.814656 0.458322 -1.261453 0.183298 -0.632705
0.517005 -1.818041 0.459028 -1.260188 0.181949 -0.624000
0.526562 -1.821426 0.459735 -1.258924 0.180599 -0.615295
0.536119 -1.824812 0.460441 -1.257660 0.179250 -0.606591
0.545675 -1.828197 0.461147 -1.256396 0.177901 -0.597886
0.555232 -1.831582 0.461853 -1.255131 0.176552 -0.589181
0.564789 -1.834968 0.462559 -1.253867 0.175203 -0.580476
0.574345 -1.838353 0.463265 -1.252603 0.173854 -0.571772
0.583902 -1.841738 0.463971 -1.251339 0.172504 -0.563067
0.593459 -1.845124 0.464678 -1.250074 0.171155 -0.554362
0.603016 -1.848509 0.465384 -1.248810 0.169806 -0.545658
0.612572 -1.851894 0.466090 -1.247546 0.168457 -0.536953
0.622129 -1.855280 0.466796 -1.246282 0.167108 -0.528248
0.631686 -1.858665 0.467502 -1.245017 0.165759 -0.519544
0.641242 -1.862050 0.468208 -1.243753 0.164410 -0.510839
0.650799 -1.865436 0.468914 -1.242489 0.163060 -0.502134
0.660356 -1.868821 0.469621 -1.241225 0.161711 -0.493429
0.669912 -1.872206 0.470327 -1.239961 0.160362 -0.484725
0.679469 -1.875592 0.471033 -1.238696 0.159013 -0.476020
0.689026 -1.878977 0.471739 -1.237432 0.157664 -0.467315
0.698583 -1.882362 0.472445 -1.236168 0.156315 -0.458611
0.708139 -1.885748 0.473151 -1.234904 0.154965 -0.449906
0.717696 -1.889133 0.473857 -1.233639 0.153616 -0.441201
0.727253 -1.892518 0.474564 -1.232375 0.152267 -0.432497
0.736809 -1.895904 0.475270 -1.231111 0.150918 -0.423792
0.746366 -1.899289 0.475976 -1.229847 0.149569 -0.415087
0.755923 -1.902674 0.476682 -1.228582 0.148220 -0.406382
0.765479 -1.906060 0.477388 -1.227318 0.146871 -0.397678
0.775036 -1.909445 0.478094 -1.226054 0.145521 -0.388973
0.784593 -1.912830 0.478800 -1.224790 0.144172 -0.380268
0.794150 -1.916216 0.479507 -1.223525 0.142823 -0.371564
0.803706 -1.919601 0.480213 -1.222261 0.141474 -0.362859
0.813263 -1.922986 0.480919 -1.220997 0.140125 -0.354154
0.822820 -1.926372 0.481625 -1.219733 0.138776 -0.345450
0.832376 -1.929757 0.482331 -1.218469 0.137426 -0.336745
0.841933 -1.933142 0.483037 -1.217204 0.136077 -0.328040
0.851490 -1.936528 0.483743 -1.215940 0.134728 -0.319335
0.861046 -1.939913 0.484450 -1.214676 0.133379 -0.310631
0.870603 -1.943298 0.485156 -1.213412 0.132030 -0.301926
0.880160 -1.946684 0.485862 -1.212147 0.130681 -0.293221
0.889717 -1.950069 0.486568 -1.210883 0.129332 -0.284517
0.899273 -1.953454 0.487274 -1.209619 0.127982 -0.275812
0.908830 -1.956840 0.487980 -1.208355 0.126633 -0.267107
0.918387 -1.960225 0.488686 -1.207090 0.125284 -0.258402
0.927943 -1.963610 0.489393 -1.205826 0.123935 -0.249698
0.937500 -1.966996 0.490099 -1.204562 0.122586 -0.240993
0.947057 -1.970381 0.490805 -1.203298 0.121237 -0.232288
0.956613 -1.973766 0.491511 -1.202033 0.119887 -0.223584
