# Path file - Joint configurations (radians)
# Format: joint1 joint2 joint3 joint4 joint5 joint6
0.966170 -1.977152 0.492217 -1.200769 0.118538 -0.214879
0.975727 -1.980537 0.492923 -1.199505 0.117189 -0.206174
0.985284 -1.983922 0.493630 -1.198241 0.115840 -0.197470
0.994840 -1.987308 0.494336 -1.196977 0.114491 -0.188765
1.004397 -1.990693 0.495042 -1.195712 0.113142 -0.180060
1.013954 -1.994078 0.495748 -1.194448 0.111793 -0.171355
1.023510 -1.997464 0.496454 -1.193184 0.110443 -0.162651
1.033067 -2.000849 0.497160 -1.191920 0.109094 -0.153946
1.042624 -2.004234 0.497866 -1.190655 0.107745 -0.145241
1.052180 -2.007620 0.498573 -1.189391 0.106396 -0.136537
1.061737 -2.011005 0.499279 -1.188127 0.105047 -0.127832
1.071294 -2.014390 0.499985 -1.186863 0.103698 -0.119127
1.080851 -2.017776 0.500691 -1.185598 0.102348 -0.110423
1.090407 -2.021161 0.501397 -1.184334 0.100999 -0.101718
1.099964 -2.024546 0.502103 -1.183070 0.099650 -0.093013
1.109521 -2.027932 0.502809 -1.181806 0.098301 -0.084308
1.119077 -2.031317 0.503516 -1.180541 0.096952 -0.075604
1.128634 -2.034702 0.504222 -1.179277 0.095603 -0.066899
1.138191 -2.038088 0.504928 -1.178013 0.094254 -0.058194
1.147747 -2.041473 0.505634 -1.176749 0.092904 -0.049490
1.157304 -2.044858 0.506340 -1.175484 0.091555 -0.040785
1.166861 -2.048244 0.507046 -1.174220 0.090206 -0.032080
1.176418 -2.051629 0.507752 -1.172956 0.088857 -0.023376
1.185974 -2.055014 0.508459 -1.171692 0.087508 -0.014671
1.195531 -2.058400 0.509165 -1.170428 0.086159 -0.005966
1.205088 -2.061785 0.509871 -1.169163 0.084809 0.002739
1.214644 -2.065170 0.510577 -1.167899 0.083460 0.011443
1.224201 -2.068556 0.511283 -1.166635 0.082111 0.020148
1.233758 -2.071941 0.511989 -1.165371 0.080762 0.028853
1.243314 -2.075326 0.512695 -1.164106 0.079413 0.037557
1.252871 -2.078712 0.513402 -1.162842 0.078064 0.046262
1.262428 -2.082097 0.514108 -1.161578 0.076715 0.054967
1.271985 -2.085482 0.514814 -1.160314 0.075365 0.063672
1.281541 -2.088868 0.515520 -1.159049 0.074016 0.072376
1.291098 -2.092253 0.516226 -1.157785 0.072667 0.081081
1.300655 -2.095638 0.516932 -1.156521 0.071318 0.089786
1.310211 -2.099024 0.517638 -1.155257 0.069969 0.098490
1.319768 -2.102409 0.518345 -1.153992 0.068620 0.107195
1.329325 -2.105794 0.519051 -1.152728 0.067270 0.115900
1.338881 -2.109180 0.519757 -1.151464 0.065921 0.124604
1.348438 -2.112565 0.520463 -1.150200 0.064572 0.133309
1.357995 -2.115950 0.521169 -1.148936 0.063223 0.142014
1.367552 -2.119336 0.521875 -1.147671 0.061874 0.150719
1.377108 -2.122721 0.522581 -1.146407 0.060525 0.159423
1.386665 -2.126106 0.523288 -1.145143 0.059176 0.168128
1.396222 -2.129492 0.523994 -1.143879 0.057826 0.176833
1.405778 -2.132877 0.524700 -1.142614 0.056477 0.185537
1.415335 -2.136262 0.525406 -1.141350 0.055128 0.194242
1.424892 -2.139648 0.526112 -1.140086 0.053779 0.202947
1.434448 -2.143033 0.526818 -1.138822 0.052430 0.211651
1.444005 -2.146418 0.527524 -1.137557 0.051081 0.220356
1.453562 -2.149804 0.528231 -1.136293 0.049731 0.229061
1.463119 -2.153189 0.528937 -1.135029 0.048382 0.237766
1.472675 -2.156574 0.529643 -1.133765 0.047033 0.246470
1.482232 -2.159960 0.530349 -1.132500 0.045684 0.255175
1.491789 -2.163345 0.531055 -1.131236 0.044335 0.263880
1.501345 -2.166730 0.531761 -1.129972 0.042986 0.272584
1.510902 -2.170116 0.532467 -1.128708 0.041636 0.281289
1.520459 -2.173501 0.533174 -1.127444 0.040287 0.289994
1.530015 -2.176886 0.533880 -1.126179 0.038938 0.298698
1.539572 -2.180272 0.534586 -1.124915 0.037589 0.307403
1.549129 -2.183657 0.535292 -1.123651 0.036240 0.316108
1.558686 -2.187043 0.535998 -1.122387 0.034891 0.324813
1.568242 -2.190428 0.536704 -1.121122 0.033542 0.333517
1.577799 -2.193813 0.537410 -1.119858 0.032192 0.342222
1.587356 -2.197199 0.538117 -1.118594 0.030843 0.350927
1.596912 -2.200584 0.538823 -1.117330 0.029494 0.359631
1.606469 -2.203969 0.539529 -1.116065 0.028145 0.368336
1.616026 -2.207355 0.540235 -1.114801 0.026796 0.377041
1.625582 -2.210740 0.540941 -1.113537 0.025447 0.385746
1.635139 -2.214125 0.541647 -1.112273 0.024097 0.394450
1.644696 -2.217511 0.542353 -1.111008 0.022748 0.403155
1.654253 -2.220896 0.543060 -1.109744 0.021399 0.411860
1.663809 -2.224281 0.543766 -1.108480 0.020050 0.420564
1.673366 -2.227667 0.544472 -1.107216 0.018701 0.429269
1.682923 -2.231052 0.545178 -1.105951 0.017352 0.437974
1.692479 -2.234437 0.545884 -1.104687 0.016003 0.446678
1.702036 -2.237823 0.546590 -1.103423 0.014653 0.455383
1.711593 -2.241208 0.547296 -1.102159 0.013304 0.464088
1.721149 -2.244593 0.548003 -1.100895 0.011955 0.472793
1.730706 -2.247979 0.548709 -1.099630 0.010606 0.481497
1.740263 -2.251364 0.549415 -1.098366 0.009257 0.490202
1.749820 -2.254749 0.550121 -1.097102 0.007908 0.498907
1.759376 -2.258135 0.550827 -1.095838 0.006558 0.507611
1.768933 -2.261520 0.551533 -1.094573 0.005209 0.516316
1.778490 -2.264905 0.552239 -1.093309 0.003860 0.525021
1.788046 -2.268291 0.552946 -1.092045 0.002511 0.533725
1.797603 -2.271676 0.553652 -1.090781 0.001162 0.542430
1.807160 -2.275061 0.554358 -1.089516 -0.000187 0.551135
